city,state,location
Orange,MA,"Orange, MA"
Athens,AL,"Athens, AL"
Geneva,NY,"Geneva, NY"
Alabaster,AL,"Alabaster, AL"
Selma,AL,"Selma, AL"
Sturbridge,MA,"Sturbridge, MA"
Airmont,NY,"Airmont, NY"
Scottsboro,AL,"Scottsboro, AL"
Talladega,AL,"Talladega, AL"
Putnam,CT,"Putnam, CT"
Norwalk,CT,"Norwalk, CT"
Fairhaven,MA,"Fairhaven, MA"
Arab,AL,"Arab, AL"
Brent,AL,"Brent, AL"
Auburn,NY,"Auburn, NY"
Chelmsford,MA,"Chelmsford, MA"
Opelika,AL,"Opelika, AL"
Amherst,NY,"Amherst, NY"
New Hartford,NY,"New Hartford, NY"
Fall River,MA,"Fall River, MA"
Geneseo,NY,"Geneseo, NY"
Haleyville,AL,"Haleyville, AL"
Monroe,NY,"Monroe, NY"
Lisbon,CT,"Lisbon, CT"
Airmont,NY,"Airmont, NY"
Saraland,AL,"Saraland, AL"
Geneseo,NY,"Geneseo, NY"
Selma,AL,"Selma, AL"
Batavia,NY,"Batavia, NY"
Talladega,AL,"Talladega, AL"
North Reading,MA,"North Reading, MA"
Latham,NY,"Latham, NY"
Amsterdam,NY,"Amsterdam, NY"
Avon,CT,"Avon, CT"
Cromwell,CT,"Cromwell, CT"
Leicester,MA,"Leicester, MA"
Waterford,CT,"Waterford, CT"
North Dartmouth,MA,"North Dartmouth, MA"
Hartford,CT,"Hartford, CT"
Evans Mills,NY,"Evans Mills, NY"
Birmingham,AL,"Birmingham, AL"
Tallassee,AL,"Tallassee, AL"
Springville,AL,"Springville, AL"
Center Point,AL,"Center Point, AL"
Torrington,CT,"Torrington, CT"
Kingston,NY,"Kingston, NY"
Catskill,NY,"Catskill, NY"
Derby,CT,"Derby, CT"
Methuen,MA,"Methuen, MA"
Brewton,AL,"Brewton, AL"
Mohegan Lake,NY,"Mohegan Lake, NY"
Pittsfield,MA,"Pittsfield, MA"
Brockport,NY,"Brockport, NY"
New Hartford,NY,"New Hartford, NY"
Cobleskill,NY,"Cobleskill, NY"
Leeds,AL,"Leeds, AL"
Airmont,NY,"Airmont, NY"
Northhampton,MA,"Northhampton, MA"
North Dartmouth,MA,"North Dartmouth, MA"
Guilford,CT,"Guilford, CT"
Leeds,AL,"Leeds, AL"
Center Point,AL,"Center Point, AL"
Hanover,MA,"Hanover, MA"
East Meadow,NY,"East Meadow, NY"
Calera,AL,"Calera, AL"
Middle Island,NY,"Middle Island, NY"
Jasper,AL,"Jasper, AL"
North Windham,CT,"North Windham, CT"
Lisbon,CT,"Lisbon, CT"
Avon,CT,"Avon, CT"
Norwich,CT,"Norwich, CT"
Phenix City,AL,"Phenix City, AL"
Cromwell,CT,"Cromwell, CT"
Milford,CT,"Milford, CT"
Millbrook,AL,"Millbrook, AL"
Ozark,AL,"Ozark, AL"
Hartselle,AL,"Hartselle, AL"
West Haven,CT,"West Haven, CT"
Monroeville,AL,"Monroeville, AL"
Huntsville,AL,"Huntsville, AL"
Old Saybrook,CT,"Old Saybrook, CT"
East Windsor,CT,"East Windsor, CT"
North Oxford,MA,"North Oxford, MA"
Birmingham,AL,"Birmingham, AL"
Putnam,CT,"Putnam, CT"
Camillus,NY,"Camillus, NY"
Bay Minette,AL,"Bay Minette, AL"
Fayette,AL,"Fayette, AL"
Plymouth,MA,"Plymouth, MA"
Lakewood,NY,"Lakewood, NY"
Muscle Shoals,AL,"Muscle Shoals, AL"
Lowville,NY,"Lowville, NY"
North Oxford,MA,"North Oxford, MA"
Saraland,AL,"Saraland, AL"
Pell City,AL,"Pell City, AL"
Macedon,NY,"Macedon, NY"
East Syracuse,NY,"East Syracuse, NY"
Norwich,CT,"Norwich, CT"
Tewksbury,MA,"Tewksbury, MA"
Malone,NY,"Malone, NY"
Alexander City,AL,"Alexander City, AL"
Guilford,CT,"Guilford, CT"
Framingham,MA,"Framingham, MA"
Winfield,AL,"Winfield, AL"
Herkimer,NY,"Herkimer, NY"
Adamsville,AL,"Adamsville, AL"
Hamden,CT,"Hamden, CT"
Ware,MA,"Ware, MA"
Prattville,AL,"Prattville, AL"
Clanton,AL,"Clanton, AL"
Orange,MA,"Orange, MA"
Madison,AL,"Madison, AL"
Troy,AL,"Troy, AL"
Hueytown,AL,"Hueytown, AL"
Semmes,AL,"Semmes, AL"
Old Saybrook,CT,"Old Saybrook, CT"
East Falmouth,MA,"East Falmouth, MA"
Valley,AL,"Valley, AL"
Geneva,AL,"Geneva, AL"
Troy,AL,"Troy, AL"
Fredonia,NY,"Fredonia, NY"
Salem,MA,"Salem, MA"
Methuen,MA,"Methuen, MA"
Milford,CT,"Milford, CT"
Monticello,NY,"Monticello, NY"
Springfield,MA,"Springfield, MA"
Norwich,CT,"Norwich, CT"
Airmont,NY,"Airmont, NY"
Salem,MA,"Salem, MA"
Sylacauga,AL,"Sylacauga, AL"
Gadsden,AL,"Gadsden, AL"
Hamburg,NY,"Hamburg, NY"
Derby,CT,"Derby, CT"
Sumiton,AL,"Sumiton, AL"
Sturbridge,MA,"Sturbridge, MA"
Cullman,AL,"Cullman, AL"
Andalusia,AL,"Andalusia, AL"
Bessemer,AL,"Bessemer, AL"
Manchester,CT,"Manchester, CT"
Malone,NY,"Malone, NY"
Auburn,NY,"Auburn, NY"
Lockport,NY,"Lockport, NY"
Macedon,NY,"Macedon, NY"
Evans Mills,NY,"Evans Mills, NY"
Demopolis,AL,"Demopolis, AL"
Evans Mills,NY,"Evans Mills, NY"
Norwich,CT,"Norwich, CT"
Chelmsford,MA,"Chelmsford, MA"
Talladega,AL,"Talladega, AL"
Gardner,MA,"Gardner, MA"
North Dartmouth,MA,"North Dartmouth, MA"
New Hartford,NY,"New Hartford, NY"
Greece,NY,"Greece, NY"
Huntsville,AL,"Huntsville, AL"
Norwich,CT,"Norwich, CT"
Brewton,AL,"Brewton, AL"
Albion,NY,"Albion, NY"
Farmingdale,NY,"Farmingdale, NY"
Madison,AL,"Madison, AL"
Gulf Shores,AL,"Gulf Shores, AL"
East Greenbush,NY,"East Greenbush, NY"
Pittsfield,MA,"Pittsfield, MA"
Roanoke,AL,"Roanoke, AL"
Swansea,MA,"Swansea, MA"
Fredonia,NY,"Fredonia, NY"
Centre,AL,"Centre, AL"
Evans Mills,NY,"Evans Mills, NY"
Clay,NY,"Clay, NY"
Brewton,AL,"Brewton, AL"
New Milford,CT,"New Milford, CT"
Wareham,MA,"Wareham, MA"
Hadley,MA,"Hadley, MA"
North Dartmouth,MA,"North Dartmouth, MA"
Southington,CT,"Southington, CT"
Winfield,AL,"Winfield, AL"
Boaz,AL,"Boaz, AL"
East Meadow,NY,"East Meadow, NY"
Herkimer,NY,"Herkimer, NY"
Decatur,AL,"Decatur, AL"
Monroe,NY,"Monroe, NY"
Massapequa,NY,"Massapequa, NY"
Monticello,NY,"Monticello, NY"
Herkimer,NY,"Herkimer, NY"
Anniston,AL,"Anniston, AL"
Southington,CT,"Southington, CT"
Jacksonville,AL,"Jacksonville, AL"
Abington,MA,"Abington, MA"
Andalusia,AL,"Andalusia, AL"
Putnam,CT,"Putnam, CT"
Leeds,AL,"Leeds, AL"
Fredonia,NY,"Fredonia, NY"
Brent,AL,"Brent, AL"
East Syracuse,NY,"East Syracuse, NY"
Birmingham,AL,"Birmingham, AL"
Arab,AL,"Arab, AL"
Malone,NY,"Malone, NY"
Lisbon,CT,"Lisbon, CT"
Johnson City,NY,"Johnson City, NY"
North Oxford,MA,"North Oxford, MA"
Semmes,AL,"Semmes, AL"
Decatur,AL,"Decatur, AL"
Norwich,CT,"Norwich, CT"
Walpole,MA,"Walpole, MA"
Florence,AL,"Florence, AL"
Wetumpka,AL,"Wetumpka, AL"
Northport,AL,"Northport, AL"
Geneva,AL,"Geneva, AL"
Birmingham,AL,"Birmingham, AL"
Milford,CT,"Milford, CT"
Chelmsford,MA,"Chelmsford, MA"
Newburgh,NY,"Newburgh, NY"
Hanover,MA,"Hanover, MA"
Glenmont,NY,"Glenmont, NY"
Hartselle,AL,"Hartselle, AL"
Bellingham,MA,"Bellingham, MA"
Hartselle,AL,"Hartselle, AL"
Monticello,NY,"Monticello, NY"
Naugatuck,CT,"Naugatuck, CT"
Hanover,MA,"Hanover, MA"
Batavia,NY,"Batavia, NY"
Hamden,CT,"Hamden, CT"
Centereach,NY,"Centereach, NY"
Groton,CT,"Groton, CT"
Commack,NY,"Commack, NY"
Farmingdale,NY,"Farmingdale, NY"
Methuen,MA,"Methuen, MA"
Oxford,AL,"Oxford, AL"
Centre,AL,"Centre, AL"
Norwich,CT,"Norwich, CT"
Cobleskill,NY,"Cobleskill, NY"
Bristol,CT,"Bristol, CT"
Branford,CT,"Branford, CT"
Ozark,AL,"Ozark, AL"
Jacksonville,AL,"Jacksonville, AL"
Swansea,MA,"Swansea, MA"
Valley,AL,"Valley, AL"
Glenville,NY,"Glenville, NY"
Salem,MA,"Salem, MA"
Auburn,NY,"Auburn, NY"
Stratford,CT,"Stratford, CT"
Plymouth,MA,"Plymouth, MA"
North Dartmouth,MA,"North Dartmouth, MA"
Fairhaven,MA,"Fairhaven, MA"
Bristol,CT,"Bristol, CT"
Methuen,MA,"Methuen, MA"
East Meadow,NY,"East Meadow, NY"
Cobleskill,NY,"Cobleskill, NY"
Arab,AL,"Arab, AL"
Chelmsford,MA,"Chelmsford, MA"
Geneseo,NY,"Geneseo, NY"
North Attleboro,MA,"North Attleboro, MA"
Boaz,AL,"Boaz, AL"
Vestavia Hills,AL,"Vestavia Hills, AL"
Leicester,MA,"Leicester, MA"
Halifax,MA,"Halifax, MA"
Sumiton,AL,"Sumiton, AL"
Mohegan Lake,NY,"Mohegan Lake, NY"
Clarence,NY,"Clarence, NY"
Mohegan Lake,NY,"Mohegan Lake, NY"
Gulf Shores,AL,"Gulf Shores, AL"
Shelton,CT,"Shelton, CT"
Cheektowaga,NY,"Cheektowaga, NY"
Chicopee,MA,"Chicopee, MA"
Saraland,AL,"Saraland, AL"
Cortlandville,NY,"Cortlandville, NY"
Stratford,CT,"Stratford, CT"
Danbury,CT,"Danbury, CT"
Hanover,MA,"Hanover, MA"
Montgomery,AL,"Montgomery, AL"
Commack,NY,"Commack, NY"
Southington,CT,"Southington, CT"
Russellville,AL,"Russellville, AL"
Centereach,NY,"Centereach, NY"
Hamilton,AL,"Hamilton, AL"
Roanoke,AL,"Roanoke, AL"
Monroe,NY,"Monroe, NY"
Hartford,CT,"Hartford, CT"
Jacksonville,AL,"Jacksonville, AL"
Massena,NY,"Massena, NY"
Massapequa,NY,"Massapequa, NY"
Enterprise,AL,"Enterprise, AL"
Decatur,AL,"Decatur, AL"
Auburn,NY,"Auburn, NY"
Oxford,AL,"Oxford, AL"
Halfmoon,NY,"Halfmoon, NY"
Methuen,MA,"Methuen, MA"
Greenville,AL,"Greenville, AL"
Oneonta,AL,"Oneonta, AL"
Sylacauga,AL,"Sylacauga, AL"
Lisbon,CT,"Lisbon, CT"
Leeds,AL,"Leeds, AL"
Latham,NY,"Latham, NY"
Troy,AL,"Troy, AL"
Catskill,NY,"Catskill, NY"
Valley,AL,"Valley, AL"
Mobile,AL,"Mobile, AL"
Bay Minette,AL,"Bay Minette, AL"
Ware,MA,"Ware, MA"
Lakewood,NY,"Lakewood, NY"
Dothan,AL,"Dothan, AL"
Seekonk,MA,"Seekonk, MA"
Orange,MA,"Orange, MA"
Torrington,CT,"Torrington, CT"
Avon,CT,"Avon, CT"
Hamilton,AL,"Hamilton, AL"
Quincy,MA,"Quincy, MA"
Geneseo,NY,"Geneseo, NY"
Jackson,AL,"Jackson, AL"
Cicero,NY,"Cicero, NY"
Winfield,AL,"Winfield, AL"
Phenix City,AL,"Phenix City, AL"
Lancaster,NY,"Lancaster, NY"
Enterprise,AL,"Enterprise, AL"
Shelton,CT,"Shelton, CT"
Glenville,NY,"Glenville, NY"
Geneva,AL,"Geneva, AL"
Bristol,CT,"Bristol, CT"
Clarence,NY,"Clarence, NY"
Fall River,MA,"Fall River, MA"
Catskill,NY,"Catskill, NY"
Wallingford,CT,"Wallingford, CT"
Oneonta,AL,"Oneonta, AL"
Brent,AL,"Brent, AL"
New Haven,CT,"New Haven, CT"
Prattville,AL,"Prattville, AL"
Jasper,AL,"Jasper, AL"
Madison,AL,"Madison, AL"
Mobile,AL,"Mobile, AL"
Kingston,NY,"Kingston, NY"
East Falmouth,MA,"East Falmouth, MA"
Fort Payne,AL,"Fort Payne, AL"
Albany,NY,"Albany, NY"
Albion,NY,"Albion, NY"
Orange,MA,"Orange, MA"
Hueytown,AL,"Hueytown, AL"
Cheektowaga,NY,"Cheektowaga, NY"
Torrington,CT,"Torrington, CT"
North Adams,MA,"North Adams, MA"
Muscle Shoals,AL,"Muscle Shoals, AL"
Geneva,NY,"Geneva, NY"
Fairhope,AL,"Fairhope, AL"
Halifax,MA,"Halifax, MA"
Hoover,AL,"Hoover, AL"
Waterbury,CT,"Waterbury, CT"
North Adams,MA,"North Adams, MA"
Clay,NY,"Clay, NY"
Rocky Hill,CT,"Rocky Hill, CT"
Brewton,AL,"Brewton, AL"
Homewood,AL,"Homewood, AL"
Centre,AL,"Centre, AL"
Tallassee,AL,"Tallassee, AL"
Johnstown,NY,"Johnstown, NY"
Hueytown,AL,"Hueytown, AL"
Jasper,AL,"Jasper, AL"
Stratford,CT,"Stratford, CT"
Jacksonville,AL,"Jacksonville, AL"
North Oxford,MA,"North Oxford, MA"
Monroe,NY,"Monroe, NY"
Southington,CT,"Southington, CT"
North Attleboro,MA,"North Attleboro, MA"
Massena,NY,"Massena, NY"
New Milford,CT,"New Milford, CT"
Saraland,AL,"Saraland, AL"
Alexander City,AL,"Alexander City, AL"
Stratford,CT,"Stratford, CT"
Bristol,CT,"Bristol, CT"
Jasper,AL,"Jasper, AL"
Chelsea,AL,"Chelsea, AL"
Cheektowaga,NY,"Cheektowaga, NY"
Pelham,AL,"Pelham, AL"
Naugatuck,CT,"Naugatuck, CT"
Chicopee,MA,"Chicopee, MA"
Raynham,MA,"Raynham, MA"
Anniston,AL,"Anniston, AL"
Camillus,NY,"Camillus, NY"
Wetumpka,AL,"Wetumpka, AL"
Eufaula,AL,"Eufaula, AL"
New Milford,CT,"New Milford, CT"
Selma,AL,"Selma, AL"
Huntsville,AL,"Huntsville, AL"
Central Square,NY,"Central Square, NY"
Naugatuck,CT,"Naugatuck, CT"
Mobile,AL,"Mobile, AL"
Seekonk,MA,"Seekonk, MA"
Seekonk,MA,"Seekonk, MA"
Hoover,AL,"Hoover, AL"
Central Square,NY,"Central Square, NY"
Tewksbury,MA,"Tewksbury, MA"
Valley,AL,"Valley, AL"
Lancaster,NY,"Lancaster, NY"
Glenville,NY,"Glenville, NY"
North Oxford,MA,"North Oxford, MA"
Hadley,MA,"Hadley, MA"
Opelika,AL,"Opelika, AL"
Wetumpka,AL,"Wetumpka, AL"
Alexander City,AL,"Alexander City, AL"
Fairhaven,MA,"Fairhaven, MA"
Lowville,NY,"Lowville, NY"
Boaz,AL,"Boaz, AL"
Centre,AL,"Centre, AL"
Monticello,NY,"Monticello, NY"
Pell City,AL,"Pell City, AL"
Northhampton,MA,"Northhampton, MA"
Calera,AL,"Calera, AL"
Middle Island,NY,"Middle Island, NY"
Fairfield,AL,"Fairfield, AL"
Alabaster,AL,"Alabaster, AL"
Springville,AL,"Springville, AL"
Shelton,CT,"Shelton, CT"
Andalusia,AL,"Andalusia, AL"
Massapequa,NY,"Massapequa, NY"
Albion,NY,"Albion, NY"
Clanton,AL,"Clanton, AL"
Lisbon,CT,"Lisbon, CT"
Massena,NY,"Massena, NY"
North Windham,CT,"North Windham, CT"
Cullman,AL,"Cullman, AL"
Milford,CT,"Milford, CT"
Evans Mills,NY,"Evans Mills, NY"
Walpole,MA,"Walpole, MA"
Monroeville,AL,"Monroeville, AL"
Enterprise,AL,"Enterprise, AL"
Middle Island,NY,"Middle Island, NY"
Gardner,MA,"Gardner, MA"
Enterprise,AL,"Enterprise, AL"
Danvers,MA,"Danvers, MA"
Thomasville,AL,"Thomasville, AL"
Cortlandville,NY,"Cortlandville, NY"
Vestavia Hills,AL,"Vestavia Hills, AL"
Walpole,MA,"Walpole, MA"
Fort Payne,AL,"Fort Payne, AL"
Bessemer,AL,"Bessemer, AL"
Tuscaloosa,AL,"Tuscaloosa, AL"
Torrington,CT,"Torrington, CT"
Jacksonville,AL,"Jacksonville, AL"
Airmont,NY,"Airmont, NY"
Bay Minette,AL,"Bay Minette, AL"
Middletown,NY,"Middletown, NY"
East Meadow,NY,"East Meadow, NY"
Manchester,CT,"Manchester, CT"
Newburgh,NY,"Newburgh, NY"
Calera,AL,"Calera, AL"
Demopolis,AL,"Demopolis, AL"
North Attleboro,MA,"North Attleboro, MA"
Central Square,NY,"Central Square, NY"
West Haven,CT,"West Haven, CT"
Albion,NY,"Albion, NY"
Brewton,AL,"Brewton, AL"
North Oxford,MA,"North Oxford, MA"
Pittsfield,MA,"Pittsfield, MA"
Albany,NY,"Albany, NY"
Wareham,MA,"Wareham, MA"
Gardendale,AL,"Gardendale, AL"
Latham,NY,"Latham, NY"
Glenmont,NY,"Glenmont, NY"
Brockton,MA,"Brockton, MA"
Waterford,CT,"Waterford, CT"
Ithaca,NY,"Ithaca, NY"
Bristol,CT,"Bristol, CT"
Boaz,AL,"Boaz, AL"
Rocky Hill,CT,"Rocky Hill, CT"
Lancaster,NY,"Lancaster, NY"
Winfield,AL,"Winfield, AL"
Scottsboro,AL,"Scottsboro, AL"
Hamden,CT,"Hamden, CT"
Valley,AL,"Valley, AL"
Plymouth,MA,"Plymouth, MA"
Putnam,CT,"Putnam, CT"
Fishkill,NY,"Fishkill, NY"
Cheektowaga,NY,"Cheektowaga, NY"
Tallassee,AL,"Tallassee, AL"
Lockport,NY,"Lockport, NY"
Norwich,CT,"Norwich, CT"
North Oxford,MA,"North Oxford, MA"
Madison,AL,"Madison, AL"
Herkimer,NY,"Herkimer, NY"
Clanton,AL,"Clanton, AL"
Macedon,NY,"Macedon, NY"
Avon,MA,"Avon, MA"
East Windsor,CT,"East Windsor, CT"
Ozark,AL,"Ozark, AL"
Avon,CT,"Avon, CT"
Latham,NY,"Latham, NY"
Chelsea,AL,"Chelsea, AL"
Cobleskill,NY,"Cobleskill, NY"
Talladega,AL,"Talladega, AL"
Alexander City,AL,"Alexander City, AL"
East Greenbush,NY,"East Greenbush, NY"
East Greenbush,NY,"East Greenbush, NY"
Clay,NY,"Clay, NY"
Cheektowaga,NY,"Cheektowaga, NY"
Vestavia Hills,AL,"Vestavia Hills, AL"
Semmes,AL,"Semmes, AL"
Clanton,AL,"Clanton, AL"
Macedon,NY,"Macedon, NY"
Leicester,MA,"Leicester, MA"
Bay Minette,AL,"Bay Minette, AL"
Clay,NY,"Clay, NY"
Herkimer,NY,"Herkimer, NY"
Middletown,NY,"Middletown, NY"
Kingston,NY,"Kingston, NY"
Northport,AL,"Northport, AL"
Albion,NY,"Albion, NY"
Central Square,NY,"Central Square, NY"
Albany,NY,"Albany, NY"
Geneseo,NY,"Geneseo, NY"
Fairfield,AL,"Fairfield, AL"
Lowville,NY,"Lowville, NY"
Guntersville,AL,"Guntersville, AL"
Springfield,MA,"Springfield, MA"
Fayette,AL,"Fayette, AL"
Gardendale,AL,"Gardendale, AL"
Geneva,NY,"Geneva, NY"
Quincy,MA,"Quincy, MA"
Danvers,MA,"Danvers, MA"
Norwich,CT,"Norwich, CT"
Homewood,AL,"Homewood, AL"
Batavia,NY,"Batavia, NY"
Hartford,CT,"Hartford, CT"
Bay Minette,AL,"Bay Minette, AL"
Hamilton,AL,"Hamilton, AL"
Hamilton,AL,"Hamilton, AL"
East Windsor,CT,"East Windsor, CT"
Leeds,AL,"Leeds, AL"
Bessemer,AL,"Bessemer, AL"
Center Point,AL,"Center Point, AL"
Alexander City,AL,"Alexander City, AL"
Hamilton,AL,"Hamilton, AL"
Johnstown,NY,"Johnstown, NY"
Airmont,NY,"Airmont, NY"
Birmingham,AL,"Birmingham, AL"
Putnam,CT,"Putnam, CT"
Fairhaven,MA,"Fairhaven, MA"
Saraland,AL,"Saraland, AL"
Geneseo,NY,"Geneseo, NY"
Dothan,AL,"Dothan, AL"
New Milford,CT,"New Milford, CT"
Lowville,NY,"Lowville, NY"
Huntsville,AL,"Huntsville, AL"
Catskill,NY,"Catskill, NY"
Horseheads,NY,"Horseheads, NY"
Stratford,CT,"Stratford, CT"
Wallingford,CT,"Wallingford, CT"
Waterbury,CT,"Waterbury, CT"
Norwich,CT,"Norwich, CT"
Lowville,NY,"Lowville, NY"
Hudson,MA,"Hudson, MA"
Greenville,AL,"Greenville, AL"
Hamden,CT,"Hamden, CT"
Leeds,AL,"Leeds, AL"
Dothan,AL,"Dothan, AL"
Homewood,AL,"Homewood, AL"
Walpole,MA,"Walpole, MA"
Hamburg,NY,"Hamburg, NY"
Boaz,AL,"Boaz, AL"
Southington,CT,"Southington, CT"
Shelton,CT,"Shelton, CT"
Center Point,AL,"Center Point, AL"
Cobleskill,NY,"Cobleskill, NY"
Catskill,NY,"Catskill, NY"
North Reading,MA,"North Reading, MA"
