size,color,price,product_specs
M,White,24,"M,White,24"
L,Yellow,93,"L,Yellow,93"
S,Green,39,"S,Green,39"
L,Yellow,100,"L,Yellow,100"
XL,White,76,"XL,White,76"
XL,White,79,"XL,White,79"
S,Yellow,33,"S,Yellow,33"
S,Red,22,"S,Red,22"
M,White,36,"M,White,36"
L,Black,74,"L,Black,74"
XL,Green,99,"XL,Green,99"
M,Blue,31,"M,Blue,31"
M,Red,35,"M,Red,35"
L,Blue,65,"L,Blue,65"
XL,Green,86,"XL,Green,86"
M,Red,21,"M,Red,21"
XL,Red,57,"XL,Red,57"
L,Blue,50,"L,Blue,50"
S,Red,44,"S,Red,44"
S,Black,53,"S,Black,53"
M,Red,16,"M,Red,16"
L,Black,57,"L,Black,57"
L,Black,75,"L,Black,75"
S,Blue,62,"S,Blue,62"
XL,Yellow,42,"XL,Yellow,42"
L,Green,91,"L,Green,91"
S,Blue,14,"S,Blue,14"
S,Black,70,"S,Black,70"
M,White,70,"M,White,70"
XL,White,89,"XL,White,89"
M,Black,22,"M,Black,22"
L,Red,15,"L,Red,15"
L,Yellow,49,"L,Yellow,49"
M,Yellow,15,"M,Yellow,15"
M,White,22,"M,White,22"
XL,White,11,"XL,White,11"
XL,White,96,"XL,White,96"
M,Blue,66,"M,Blue,66"
M,Blue,68,"M,Blue,68"
L,White,31,"L,White,31"
M,Black,68,"M,Black,68"
S,Yellow,85,"S,Yellow,85"
M,Blue,46,"M,Blue,46"
XL,Blue,71,"XL,Blue,71"
M,Blue,60,"M,Blue,60"
L,Yellow,39,"L,Yellow,39"
S,Black,16,"S,Black,16"
XL,White,23,"XL,White,23"
M,White,87,"M,White,87"
S,Black,42,"S,Black,42"
S,Yellow,79,"S,Yellow,79"
S,Blue,78,"S,Blue,78"
XL,Black,87,"XL,Black,87"
L,White,67,"L,White,67"
XL,Green,68,"XL,Green,68"
S,Yellow,62,"S,Yellow,62"
L,Blue,27,"L,Blue,27"
S,Green,82,"S,Green,82"
XL,Red,53,"XL,Red,53"
L,Yellow,85,"L,Yellow,85"
XL,Red,23,"XL,Red,23"
XL,White,91,"XL,White,91"
S,Black,36,"S,Black,36"
S,Green,96,"S,Green,96"
XL,Black,54,"XL,Black,54"
L,Black,59,"L,Black,59"
L,Green,22,"L,Green,22"
M,White,82,"M,White,82"
S,Red,25,"S,Red,25"
L,Green,42,"L,Green,42"
L,Red,96,"L,Red,96"
S,Red,68,"S,Red,68"
M,Green,75,"M,Green,75"
XL,White,90,"XL,White,90"
L,Red,95,"L,Red,95"
S,Blue,65,"S,Blue,65"
S,Red,64,"S,Red,64"
L,Blue,87,"L,Blue,87"
XL,Green,60,"XL,Green,60"
XL,Green,82,"XL,Green,82"
XL,Red,31,"XL,Red,31"
S,Red,44,"S,Red,44"
L,Blue,97,"L,Blue,97"
S,White,85,"S,White,85"
L,Black,97,"L,Black,97"
M,Yellow,40,"M,Yellow,40"
L,Yellow,17,"L,Yellow,17"
L,Blue,38,"L,Blue,38"
XL,Red,19,"XL,Red,19"
L,Green,72,"L,Green,72"
S,Black,70,"S,Black,70"
S,Black,88,"S,Black,88"
M,Black,26,"M,Black,26"
L,Yellow,76,"L,Yellow,76"
L,Green,41,"L,Green,41"
XL,White,64,"XL,White,64"
S,Black,33,"S,Black,33"
XL,Yellow,82,"XL,Yellow,82"
L,Yellow,50,"L,Yellow,50"
XL,Red,89,"XL,Red,89"
M,Black,91,"M,Black,91"
L,Black,24,"L,Black,24"
M,Red,12,"M,Red,12"
L,White,31,"L,White,31"
M,Yellow,62,"M,Yellow,62"
M,Black,13,"M,Black,13"
L,Blue,85,"L,Blue,85"
M,Black,15,"M,Black,15"
L,Red,44,"L,Red,44"
XL,Yellow,55,"XL,Yellow,55"
