job_title,department_name,length_of_service,employee_info
Labor Relations Analyst,Customer Service,26,"Labor Relations Analyst,Customer Service,26"
Corporate Lawyer,Accounts Payable,24,"Corporate Lawyer,Accounts Payable,24"
CEO,Executive,26,"CEO,Executive,26"
"Director, HR Technology",Dairy,26,"Director, HR Technology,Dairy,26"
"Exec Assistant, Human Resources",Executive,25,"Exec Assistant, Human Resources,Executive,25"
Customer Service Manager,Customer Service,24,"Customer Service Manager,Customer Service,24"
Cashier,Customer Service,6,"Cashier,Customer Service,6"
Meat Cutter,Accounting,10,"Meat Cutter,Accounting,10"
Baker,Accounts Payable,26,"Baker,Accounts Payable,26"
"Director, Accounting",Recruitment,24,"Director, Accounting,Recruitment,24"
Cashier,Customer Service,23,"Cashier,Customer Service,23"
Accounting Clerk,Produce,20,"Accounting Clerk,Produce,20"
Meats Manager,Customer Service,17,"Meats Manager,Customer Service,17"
"Exec Assistant, Finance",Bakery,16,"Exec Assistant, Finance,Bakery,16"
"Director, Employee Records",Dairy,24,"Director, Employee Records,Dairy,24"
"Director, Audit",Accounts Payable,21,"Director, Audit,Accounts Payable,21"
Baker,HR Technology,19,"Baker,HR Technology,19"
VP Stores,Executive,26,"VP Stores,Executive,26"
"Exec Assistant, Legal Counsel",Produce,24,"Exec Assistant, Legal Counsel,Produce,24"
Meats Manager,Executive,26,"Meats Manager,Executive,26"
Dairy Person,Bakery,18,"Dairy Person,Bakery,18"
Store Manager,Store Management,21,"Store Manager,Store Management,21"
"Exec Assistant, Legal Counsel",HR Technology,22,"Exec Assistant, Legal Counsel,HR Technology,22"
Dairy Person,Accounts Receiveable,16,"Dairy Person,Accounts Receiveable,16"
VP Human Resources,Employee Records,21,"VP Human Resources,Employee Records,21"
"Director, Recruitment",Produce,16,"Director, Recruitment,Produce,16"
Bakery Manager,Executive,21,"Bakery Manager,Executive,21"
Bakery Manager,Executive,21,"Bakery Manager,Executive,21"
"Exec Assistant, Human Resources",HR Technology,25,"Exec Assistant, Human Resources,HR Technology,25"
Shelf Stocker,Customer Service,15,"Shelf Stocker,Customer Service,15"
Produce Clerk,Dairy,25,"Produce Clerk,Dairy,25"
"Director, Accounting",Produce,19,"Director, Accounting,Produce,19"
Accounts Payable Clerk,Investment,15,"Accounts Payable Clerk,Investment,15"
Dairy Person,Meats,25,"Dairy Person,Meats,25"
Investment Analyst,Customer Service,16,"Investment Analyst,Customer Service,16"
VP Finance,Recruitment,26,"VP Finance,Recruitment,26"
Legal Counsel,Executive,25,"Legal Counsel,Executive,25"
Legal Counsel,Executive,26,"Legal Counsel,Executive,26"
"Director, Training",Executive,19,"Director, Training,Executive,19"
"Exec Assistant, Legal Counsel",Processed Foods,21,"Exec Assistant, Legal Counsel,Processed Foods,21"
Dairy Person,Executive,18,"Dairy Person,Executive,18"
Baker,HR Technology,26,"Baker,HR Technology,26"
Auditor,Accounts Payable,19,"Auditor,Accounts Payable,19"
Produce Clerk,Customer Service,19,"Produce Clerk,Customer Service,19"
VP Finance,Executive,18,"VP Finance,Executive,18"
Store Manager,HR Technology,21,"Store Manager,HR Technology,21"
"Director, Recruitment",Bakery,22,"Director, Recruitment,Bakery,22"
Store Manager,Recruitment,23,"Store Manager,Recruitment,23"
Produce Clerk,Dairy,17,"Produce Clerk,Dairy,17"
Recruiter,Processed Foods,22,"Recruiter,Processed Foods,22"
Bakery Manager,Dairy,25,"Bakery Manager,Dairy,25"
CHief Information Officer,HR Technology,24,"CHief Information Officer,HR Technology,24"
Accounting Clerk,Audit,16,"Accounting Clerk,Audit,16"
Legal Counsel,Executive,25,"Legal Counsel,Executive,25"
CHief Information Officer,HR Technology,25,"CHief Information Officer,HR Technology,25"
"Director, Investments",Produce,24,"Director, Investments,Produce,24"
"Director, Accounts Payable",Store Management,17,"Director, Accounts Payable,Store Management,17"
"Director, Recruitment",Accounts Receiveable,25,"Director, Recruitment,Accounts Receiveable,25"
Processed Foods Manager,Executive,23,"Processed Foods Manager,Executive,23"
"Exec Assistant, VP Stores",Meats,17,"Exec Assistant, VP Stores,Meats,17"
Auditor,Produce,22,"Auditor,Produce,22"
"Exec Assistant, VP Stores",Meats,26,"Exec Assistant, VP Stores,Meats,26"
Legal Counsel,Executive,26,"Legal Counsel,Executive,26"
Investment Analyst,Bakery,19,"Investment Analyst,Bakery,19"
Customer Service Manager,Labor Relations,19,"Customer Service Manager,Labor Relations,19"
Processed Foods Manager,Investment,9,"Processed Foods Manager,Investment,9"
VP Human Resources,Executive,22,"VP Human Resources,Executive,22"
VP Human Resources,Produce,25,"VP Human Resources,Produce,25"
Dairy Person,Executive,22,"Dairy Person,Executive,22"
"Director, Accounting",Customer Service,15,"Director, Accounting,Customer Service,15"
Processed Foods Manager,Legal,23,"Processed Foods Manager,Legal,23"
"Director, HR Technology",Executive,20,"Director, HR Technology,Executive,20"
Produce Clerk,Bakery,20,"Produce Clerk,Bakery,20"
Meats Manager,Executive,24,"Meats Manager,Executive,24"
"Exec Assistant, Finance",Dairy,19,"Exec Assistant, Finance,Dairy,19"
Dairy Person,Executive,25,"Dairy Person,Executive,25"
Legal Counsel,Executive,26,"Legal Counsel,Executive,26"
Produce Manager,Produce,25,"Produce Manager,Produce,25"
Dairy Person,Processed Foods,11,"Dairy Person,Processed Foods,11"
VP Human Resources,Executive,20,"VP Human Resources,Executive,20"
Meat Cutter,Customer Service,21,"Meat Cutter,Customer Service,21"
Processed Foods Manager,Meats,22,"Processed Foods Manager,Meats,22"
Produce Clerk,Dairy,19,"Produce Clerk,Dairy,19"
"Exec Assistant, Finance",Dairy,20,"Exec Assistant, Finance,Dairy,20"
"Exec Assistant, VP Stores",Executive,26,"Exec Assistant, VP Stores,Executive,26"
Meat Cutter,Compensation,22,"Meat Cutter,Compensation,22"
Produce Clerk,Customer Service,21,"Produce Clerk,Customer Service,21"
Benefits Admin,Accounts Payable,21,"Benefits Admin,Accounts Payable,21"
Accounts Receiveable Clerk,Compensation,23,"Accounts Receiveable Clerk,Compensation,23"
Legal Counsel,Executive,26,"Legal Counsel,Executive,26"
VP Human Resources,Executive,25,"VP Human Resources,Executive,25"
VP Human Resources,Executive,25,"VP Human Resources,Executive,25"
"Director, Employee Records",Recruitment,18,"Director, Employee Records,Recruitment,18"
"Director, Recruitment",Recruitment,22,"Director, Recruitment,Recruitment,22"
Benefits Admin,Bakery,26,"Benefits Admin,Bakery,26"
"Exec Assistant, VP Stores",Produce,20,"Exec Assistant, VP Stores,Produce,20"
Produce Clerk,Customer Service,8,"Produce Clerk,Customer Service,8"
Compensation Analyst,Labor Relations,24,"Compensation Analyst,Labor Relations,24"
Dairy Person,Bakery,13,"Dairy Person,Bakery,13"
Baker,Customer Service,16,"Baker,Customer Service,16"
Processed Foods Manager,Produce,24,"Processed Foods Manager,Produce,24"
Produce Clerk,Produce,25,"Produce Clerk,Produce,25"
Shelf Stocker,Customer Service,13,"Shelf Stocker,Customer Service,13"
Processed Foods Manager,Audit,9,"Processed Foods Manager,Audit,9"
Processed Foods Manager,Store Management,25,"Processed Foods Manager,Store Management,25"
Recruiter,Bakery,21,"Recruiter,Bakery,21"
Store Manager,Bakery,25,"Store Manager,Bakery,25"
"Director, HR Technology",Produce,15,"Director, HR Technology,Produce,15"
Compensation Analyst,Labor Relations,23,"Compensation Analyst,Labor Relations,23"
Accounting Clerk,Customer Service,13,"Accounting Clerk,Customer Service,13"
"Director, Training",Bakery,9,"Director, Training,Bakery,9"
"Exec Assistant, VP Stores",Executive,25,"Exec Assistant, VP Stores,Executive,25"
Accounts Payable Clerk,Processed Foods,22,"Accounts Payable Clerk,Processed Foods,22"
"Exec Assistant, VP Stores",Executive,22,"Exec Assistant, VP Stores,Executive,22"
Recruiter,Bakery,23,"Recruiter,Bakery,23"
Corporate Lawyer,Store Management,24,"Corporate Lawyer,Store Management,24"
Bakery Manager,Dairy,15,"Bakery Manager,Dairy,15"
Legal Counsel,Produce,21,"Legal Counsel,Produce,21"
"Exec Assistant, Finance",Executive,26,"Exec Assistant, Finance,Executive,26"
Produce Clerk,Processed Foods,23,"Produce Clerk,Processed Foods,23"
Accounts Receiveable Clerk,Customer Service,23,"Accounts Receiveable Clerk,Customer Service,23"
Auditor,Accounts Payable,11,"Auditor,Accounts Payable,11"
Processed Foods Manager,Store Management,25,"Processed Foods Manager,Store Management,25"
Legal Counsel,Executive,23,"Legal Counsel,Executive,23"
Legal Counsel,Executive,18,"Legal Counsel,Executive,18"
Dairy Person,Bakery,25,"Dairy Person,Bakery,25"
Bakery Manager,Processed Foods,25,"Bakery Manager,Processed Foods,25"
"Exec Assistant, Human Resources",Accounting,24,"Exec Assistant, Human Resources,Accounting,24"
Dairy Person,Store Management,20,"Dairy Person,Store Management,20"
Customer Service Manager,Executive,18,"Customer Service Manager,Executive,18"
Investment Analyst,Accounting,20,"Investment Analyst,Accounting,20"
Produce Clerk,Processed Foods,14,"Produce Clerk,Processed Foods,14"
Produce Clerk,Bakery,14,"Produce Clerk,Bakery,14"
Cashier,Customer Service,14,"Cashier,Customer Service,14"
VP Stores,Executive,22,"VP Stores,Executive,22"
Accounting Clerk,Employee Records,15,"Accounting Clerk,Employee Records,15"
VP Stores,Executive,25,"VP Stores,Executive,25"
"Exec Assistant, VP Stores",Compensation,24,"Exec Assistant, VP Stores,Compensation,24"
Shelf Stocker,Dairy,22,"Shelf Stocker,Dairy,22"
HRIS Analyst,Bakery,13,"HRIS Analyst,Bakery,13"
Dairy Person,Compensation,10,"Dairy Person,Compensation,10"
HRIS Analyst,Executive,18,"HRIS Analyst,Executive,18"
"Director, HR Technology",Processed Foods,19,"Director, HR Technology,Processed Foods,19"
Accounting Clerk,Recruitment,22,"Accounting Clerk,Recruitment,22"
Meat Cutter,Bakery,16,"Meat Cutter,Bakery,16"
"Exec Assistant, Human Resources",Store Management,21,"Exec Assistant, Human Resources,Store Management,21"
Legal Counsel,Executive,26,"Legal Counsel,Executive,26"
Store Manager,HR Technology,23,"Store Manager,HR Technology,23"
Produce Clerk,Customer Service,25,"Produce Clerk,Customer Service,25"
Shelf Stocker,Customer Service,17,"Shelf Stocker,Customer Service,17"
Customer Service Manager,Accounts Receiveable,20,"Customer Service Manager,Accounts Receiveable,20"
Benefits Admin,Dairy,20,"Benefits Admin,Dairy,20"
VP Stores,Executive,24,"VP Stores,Executive,24"
Corporate Lawyer,Executive,26,"Corporate Lawyer,Executive,26"
Processed Foods Manager,Compensation,22,"Processed Foods Manager,Compensation,22"
Legal Counsel,Executive,26,"Legal Counsel,Executive,26"
"Exec Assistant, Finance",Dairy,20,"Exec Assistant, Finance,Dairy,20"
Shelf Stocker,Dairy,15,"Shelf Stocker,Dairy,15"
Store Manager,Labor Relations,20,"Store Manager,Labor Relations,20"
Legal Counsel,Executive,26,"Legal Counsel,Executive,26"
Customer Service Manager,Bakery,19,"Customer Service Manager,Bakery,19"
Auditor,Processed Foods,22,"Auditor,Processed Foods,22"
"Director, Accounting",Legal,25,"Director, Accounting,Legal,25"
Cashier,Dairy,3,"Cashier,Dairy,3"
Accounts Receiveable Clerk,Compensation,23,"Accounts Receiveable Clerk,Compensation,23"
Produce Manager,Produce,22,"Produce Manager,Produce,22"
CHief Information Officer,Training,25,"CHief Information Officer,Training,25"
Baker,Customer Service,14,"Baker,Customer Service,14"
HRIS Analyst,Accounts Payable,23,"HRIS Analyst,Accounts Payable,23"
Produce Clerk,Customer Service,24,"Produce Clerk,Customer Service,24"
Corporate Lawyer,Executive,18,"Corporate Lawyer,Executive,18"
"Exec Assistant, VP Stores",Bakery,25,"Exec Assistant, VP Stores,Bakery,25"
"Director, Accounts Receivable",Executive,22,"Director, Accounts Receivable,Executive,22"
"Director, Accounting",Recruitment,20,"Director, Accounting,Recruitment,20"
Meats Manager,Bakery,19,"Meats Manager,Bakery,19"
Compensation Analyst,Accounts Receiveable,25,"Compensation Analyst,Accounts Receiveable,25"
CHief Information Officer,Executive,23,"CHief Information Officer,Executive,23"
Customer Service Manager,Bakery,23,"Customer Service Manager,Bakery,23"
Processed Foods Manager,Store Management,23,"Processed Foods Manager,Store Management,23"
"Director, HR Technology",Executive,21,"Director, HR Technology,Executive,21"
Baker,Bakery,18,"Baker,Bakery,18"
Dairy Person,Dairy,21,"Dairy Person,Dairy,21"
VP Finance,Executive,26,"VP Finance,Executive,26"
Trainer,Training,13,"Trainer,Training,13"
Processed Foods Manager,Produce,25,"Processed Foods Manager,Produce,25"
"Director, Accounts Receivable",Store Management,24,"Director, Accounts Receivable,Store Management,24"
"Director, Recruitment",Employee Records,19,"Director, Recruitment,Employee Records,19"
Meats Manager,Bakery,21,"Meats Manager,Bakery,21"
"Exec Assistant, Human Resources",Produce,25,"Exec Assistant, Human Resources,Produce,25"
Dairy Person,Produce,23,"Dairy Person,Produce,23"
Accounting Clerk,Dairy,19,"Accounting Clerk,Dairy,19"
Recruiter,Accounting,19,"Recruiter,Accounting,19"
"Director, Labor Relations",Meats,23,"Director, Labor Relations,Meats,23"
Dairy Manager,Accounts Receiveable,24,"Dairy Manager,Accounts Receiveable,24"
Shelf Stocker,Customer Service,20,"Shelf Stocker,Customer Service,20"
"Director, Recruitment",Recruitment,26,"Director, Recruitment,Recruitment,26"
Baker,Accounting,16,"Baker,Accounting,16"
Meats Manager,Customer Service,16,"Meats Manager,Customer Service,16"
CEO,Executive,25,"CEO,Executive,25"
Processed Foods Manager,Investment,25,"Processed Foods Manager,Investment,25"
Benefits Admin,Produce,21,"Benefits Admin,Produce,21"
"Director, Accounting",HR Technology,25,"Director, Accounting,HR Technology,25"
Dairy Person,Training,16,"Dairy Person,Training,16"
Dairy Person,Compensation,26,"Dairy Person,Compensation,26"
CHief Information Officer,Executive,26,"CHief Information Officer,Executive,26"
Processed Foods Manager,Dairy,19,"Processed Foods Manager,Dairy,19"
"Director, Accounting",Accounts Receiveable,16,"Director, Accounting,Accounts Receiveable,16"
VP Finance,Executive,26,"VP Finance,Executive,26"
Labor Relations Analyst,Processed Foods,20,"Labor Relations Analyst,Processed Foods,20"
Cashier,Audit,16,"Cashier,Audit,16"
Bakery Manager,Produce,23,"Bakery Manager,Produce,23"
Store Manager,Training,22,"Store Manager,Training,22"
"Exec Assistant, Finance",Recruitment,22,"Exec Assistant, Finance,Recruitment,22"
Benefits Admin,Customer Service,16,"Benefits Admin,Customer Service,16"
Processed Foods Manager,Compensation,12,"Processed Foods Manager,Compensation,12"
Baker,Dairy,26,"Baker,Dairy,26"
"Director, Investments",Bakery,13,"Director, Investments,Bakery,13"
Produce Manager,Executive,20,"Produce Manager,Executive,20"
"Director, Recruitment",Store Management,24,"Director, Recruitment,Store Management,24"
Benefits Admin,Accounts Payable,25,"Benefits Admin,Accounts Payable,25"
Auditor,Processed Foods,13,"Auditor,Processed Foods,13"
Compensation Analyst,HR Technology,24,"Compensation Analyst,HR Technology,24"
"Director, HR Technology",Produce,20,"Director, HR Technology,Produce,20"
Accounting Clerk,Training,15,"Accounting Clerk,Training,15"
Corporate Lawyer,Executive,19,"Corporate Lawyer,Executive,19"
"Director, Employee Records",Recruitment,25,"Director, Employee Records,Recruitment,25"
Baker,Produce,14,"Baker,Produce,14"
Investment Analyst,Customer Service,12,"Investment Analyst,Customer Service,12"
Meats Manager,Executive,24,"Meats Manager,Executive,24"
"Exec Assistant, Legal Counsel",Meats,23,"Exec Assistant, Legal Counsel,Meats,23"
Trainer,Recruitment,25,"Trainer,Recruitment,25"
"Director, HR Technology",Meats,25,"Director, HR Technology,Meats,25"
Shelf Stocker,Bakery,22,"Shelf Stocker,Bakery,22"
Accounting Clerk,Customer Service,20,"Accounting Clerk,Customer Service,20"
CHief Information Officer,Executive,24,"CHief Information Officer,Executive,24"
Baker,Dairy,21,"Baker,Dairy,21"
VP Human Resources,Executive,18,"VP Human Resources,Executive,18"
Benefits Admin,Bakery,26,"Benefits Admin,Bakery,26"
"Exec Assistant, Finance",Training,17,"Exec Assistant, Finance,Training,17"
Accounting Clerk,Accounting,19,"Accounting Clerk,Accounting,19"
Meat Cutter,HR Technology,21,"Meat Cutter,HR Technology,21"
"Director, Accounts Payable",Executive,23,"Director, Accounts Payable,Executive,23"
Processed Foods Manager,Compensation,15,"Processed Foods Manager,Compensation,15"
"Director, Labor Relations",Meats,24,"Director, Labor Relations,Meats,24"
Auditor,Meats,23,"Auditor,Meats,23"
VP Human Resources,Audit,15,"VP Human Resources,Audit,15"
"Director, Employee Records",Produce,26,"Director, Employee Records,Produce,26"
Compensation Analyst,Executive,18,"Compensation Analyst,Executive,18"
Baker,Audit,24,"Baker,Audit,24"
"Director, Recruitment",HR Technology,25,"Director, Recruitment,HR Technology,25"
Bakery Manager,Store Management,18,"Bakery Manager,Store Management,18"
Produce Manager,Dairy,20,"Produce Manager,Dairy,20"
Accounts Payable Clerk,Dairy,9,"Accounts Payable Clerk,Dairy,9"
Processed Foods Manager,Bakery,25,"Processed Foods Manager,Bakery,25"
Produce Manager,Produce,21,"Produce Manager,Produce,21"
VP Stores,Executive,19,"VP Stores,Executive,19"
"Exec Assistant, Human Resources",Executive,16,"Exec Assistant, Human Resources,Executive,16"
"Director, HR Technology",Executive,22,"Director, HR Technology,Executive,22"
Dairy Person,Accounts Receiveable,22,"Dairy Person,Accounts Receiveable,22"
Trainer,Legal,17,"Trainer,Legal,17"
"Exec Assistant, Legal Counsel",HR Technology,21,"Exec Assistant, Legal Counsel,HR Technology,21"
Processed Foods Manager,Dairy,21,"Processed Foods Manager,Dairy,21"
Customer Service Manager,Store Management,22,"Customer Service Manager,Store Management,22"
Meats Manager,Produce,25,"Meats Manager,Produce,25"
Dairy Person,Investment,8,"Dairy Person,Investment,8"
Produce Clerk,Processed Foods,17,"Produce Clerk,Processed Foods,17"
Shelf Stocker,Dairy,23,"Shelf Stocker,Dairy,23"
Baker,Produce,13,"Baker,Produce,13"
