country,rank,year,passport_info
South Africa,68,2014,"South Africa,68,2014"
North Korea,100,2019,"North Korea,100,2019"
Eritrea,97,2016,"Eritrea,97,2016"
Timor-Leste,46,2009,"Timor-Leste,46,2009"
Sweden,20,2022,"Sweden,20,2022"
Madagascar,87,2013,"Madagascar,87,2013"
Malaysia,15,2019,"Malaysia,15,2019"
Togo,89,2022,"Togo,89,2022"
Croatia,33,2006,"Croatia,33,2006"
Luxembourg,4,2022,"Luxembourg,4,2022"
Mauritius,49,2014,"Mauritius,49,2014"
Czech Republic,5,2012,"Czech Republic,5,2012"
Laos,80,2016,"Laos,80,2016"
Egypt,72,2007,"Egypt,72,2007"
Nepal,90,2020,"Nepal,90,2020"
Angola,79,2017,"Angola,79,2017"
Zimbabwe,65,2015,"Zimbabwe,65,2015"
Bosnia and Herzegovina,74,2017,"Bosnia and Herzegovina,74,2017"
Serbia,56,2016,"Serbia,56,2016"
Liberia,90,2010,"Liberia,90,2010"
North Korea,98,2006,"North Korea,98,2006"
Japan,1,2018,"Japan,1,2018"
Sweden,13,2015,"Sweden,13,2015"
Kosovo,102,2019,"Kosovo,102,2019"
Fiji,38,2019,"Fiji,38,2019"
Burundi,83,2007,"Burundi,83,2007"
St. Vincent and the Grenadines,39,2007,"St. Vincent and the Grenadines,39,2007"
Libya,101,2011,"Libya,101,2011"
Equatorial Guinea,80,2022,"Equatorial Guinea,80,2022"
South Sudan,97,2006,"South Sudan,97,2006"
Hungary,6,2009,"Hungary,6,2009"
Israel,17,2013,"Israel,17,2013"
Algeria,64,2006,"Algeria,64,2006"
Maldives,39,2010,"Maldives,39,2010"
Denmark,2,2012,"Denmark,2,2012"
Nauru,22,2006,"Nauru,22,2006"
New Zealand,11,2014,"New Zealand,11,2014"
Haiti,70,2007,"Haiti,70,2007"
Pakistan,106,2020,"Pakistan,106,2020"
Jordan,84,2021,"Jordan,84,2021"
Bolivia,68,2007,"Bolivia,68,2007"
St. Vincent and the Grenadines,38,2012,"St. Vincent and the Grenadines,38,2012"
Somalia,102,2006,"Somalia,102,2006"
The Gambia,82,2014,"The Gambia,82,2014"
Jordan,56,2017,"Jordan,56,2017"
Namibia,48,2020,"Namibia,48,2020"
Kenya,42,2010,"Kenya,42,2010"
Kenya,58,2014,"Kenya,58,2014"
Oman,78,2017,"Oman,78,2017"
South Korea,2,2011,"South Korea,2,2011"
Ukraine,16,2013,"Ukraine,16,2013"
Norway,7,2010,"Norway,7,2010"
Tunisia,65,2017,"Tunisia,65,2017"
Hong Kong (SAR China),20,2019,"Hong Kong (SAR China),20,2019"
Taiwan (Chinese Taipei),18,2017,"Taiwan (Chinese Taipei),18,2017"
Tanzania,65,2019,"Tanzania,65,2019"
Macao (SAR China),12,2018,"Macao (SAR China),12,2018"
Botswana,50,2020,"Botswana,50,2020"
Slovenia,36,2019,"Slovenia,36,2019"
Mexico,40,2018,"Mexico,40,2018"
Mexico,17,2010,"Mexico,17,2010"
Yemen,98,2012,"Yemen,98,2012"
Rwanda,81,2007,"Rwanda,81,2007"
China,60,2018,"China,60,2018"
Niger,85,2018,"Niger,85,2018"
Mexico,39,2010,"Mexico,39,2010"
Nepal,94,2012,"Nepal,94,2012"
Poland,4,2008,"Poland,4,2008"
Norway,4,2014,"Norway,4,2014"
Italy,2,2007,"Italy,2,2007"
Liechtenstein,31,2021,"Liechtenstein,31,2021"
India,34,2015,"India,34,2015"
Bahamas,52,2020,"Bahamas,52,2020"
Serbia,62,2007,"Serbia,62,2007"
Mauritania,83,2014,"Mauritania,83,2014"
Nepal,93,2010,"Nepal,93,2010"
New Zealand,9,2022,"New Zealand,9,2022"
Ukraine,24,2018,"Ukraine,24,2018"
Kuwait,38,2015,"Kuwait,38,2015"
Seychelles,21,2016,"Seychelles,21,2016"
Cameroon,92,2014,"Cameroon,92,2014"
Niger,68,2010,"Niger,68,2010"
Indonesia,45,2008,"Indonesia,45,2008"
St. Vincent and the Grenadines,16,2014,"St. Vincent and the Grenadines,16,2014"
Vietnam,87,2016,"Vietnam,87,2016"
Austria,3,2014,"Austria,3,2014"
Barbados,13,2012,"Barbados,13,2012"
Tuvalu,45,2011,"Tuvalu,45,2011"
Ukraine,54,2020,"Ukraine,54,2020"
Tonga,25,2010,"Tonga,25,2010"
Hong Kong (SAR China),46,2015,"Hong Kong (SAR China),46,2015"
Mauritius,20,2021,"Mauritius,20,2021"
Oman,77,2012,"Oman,77,2012"
Belgium,3,2006,"Belgium,3,2006"
Ireland,3,2010,"Ireland,3,2010"
Mauritania,86,2015,"Mauritania,86,2015"
Turkey,65,2018,"Turkey,65,2018"
Jordan,81,2021,"Jordan,81,2021"
Belgium,6,2020,"Belgium,6,2020"
Mauritius,8,2012,"Mauritius,8,2012"
Iceland,41,2018,"Iceland,41,2018"
Iran,76,2017,"Iran,76,2017"
Bosnia and Herzegovina,55,2012,"Bosnia and Herzegovina,55,2012"
Latvia,28,2020,"Latvia,28,2020"
Benin,87,2014,"Benin,87,2014"
Iceland,15,2015,"Iceland,15,2015"
Mozambique,50,2016,"Mozambique,50,2016"
Latvia,31,2010,"Latvia,31,2010"
Austria,3,2013,"Austria,3,2013"
Grenada,27,2008,"Grenada,27,2008"
Ethiopia,79,2020,"Ethiopia,79,2020"
Chile,9,2020,"Chile,9,2020"
South Sudan,79,2010,"South Sudan,79,2010"
Dominica,53,2016,"Dominica,53,2016"
Jordan,90,2013,"Jordan,90,2013"
Cuba,48,2016,"Cuba,48,2016"
South Korea,3,2007,"South Korea,3,2007"
Kuwait,64,2014,"Kuwait,64,2014"
Nigeria,89,2009,"Nigeria,89,2009"
Sierra Leone,76,2013,"Sierra Leone,76,2013"
Ecuador,71,2012,"Ecuador,71,2012"
Germany,2,2013,"Germany,2,2013"
France,4,2014,"France,4,2014"
Netherlands,5,2016,"Netherlands,5,2016"
Colombia,45,2020,"Colombia,45,2020"
Taiwan (Chinese Taipei),31,2017,"Taiwan (Chinese Taipei),31,2017"
Palau Islands,56,2006,"Palau Islands,56,2006"
Moldova,21,2018,"Moldova,21,2018"
Pakistan,99,2019,"Pakistan,99,2019"
Colombia,64,2010,"Colombia,64,2010"
Benin,73,2020,"Benin,73,2020"
Palestinian Territory,92,2012,"Palestinian Territory,92,2012"
Bosnia and Herzegovina,54,2012,"Bosnia and Herzegovina,54,2012"
Ecuador,76,2007,"Ecuador,76,2007"
Pakistan,102,2014,"Pakistan,102,2014"
Cambodia,79,2021,"Cambodia,79,2021"
Romania,36,2009,"Romania,36,2009"
Lesotho,63,2015,"Lesotho,63,2015"
El Salvador,16,2009,"El Salvador,16,2009"
Suriname,55,2020,"Suriname,55,2020"
North Macedonia,67,2012,"North Macedonia,67,2012"
Nepal,94,2015,"Nepal,94,2015"
Mozambique,65,2022,"Mozambique,65,2022"
Australia,5,2012,"Australia,5,2012"
Cambodia,80,2010,"Cambodia,80,2010"
Liechtenstein,12,2018,"Liechtenstein,12,2018"
Oman,57,2011,"Oman,57,2011"
Monaco,26,2014,"Monaco,26,2014"
Chad,68,2019,"Chad,68,2019"
Honduras,10,2018,"Honduras,10,2018"
Canada,9,2008,"Canada,9,2008"
Central African Republic,86,2008,"Central African Republic,86,2008"
Congo (Rep.),80,2008,"Congo (Rep.),80,2008"
Algeria,90,2020,"Algeria,90,2020"
Bulgaria,37,2009,"Bulgaria,37,2009"
Poland,6,2018,"Poland,6,2018"
Monaco,10,2021,"Monaco,10,2021"
Turkey,45,2008,"Turkey,45,2008"
Dominican Republic,43,2007,"Dominican Republic,43,2007"
Botswana,29,2010,"Botswana,29,2010"
Dominica,54,2018,"Dominica,54,2018"
Vatican City,60,2020,"Vatican City,60,2020"
Madagascar,86,2012,"Madagascar,86,2012"
Congo (Dem. Rep.),95,2016,"Congo (Dem. Rep.),95,2016"
Togo,92,2018,"Togo,92,2018"
Yemen,108,2013,"Yemen,108,2013"
Malta,5,2019,"Malta,5,2019"
Azerbaijan,86,2019,"Azerbaijan,86,2019"
Japan,2,2019,"Japan,2,2019"
Mauritius,12,2015,"Mauritius,12,2015"
Comoro Islands,89,2009,"Comoro Islands,89,2009"
Senegal,83,2020,"Senegal,83,2020"
Zambia,73,2021,"Zambia,73,2021"
San Marino,66,2020,"San Marino,66,2020"
Central African Republic,59,2015,"Central African Republic,59,2015"
Georgia,77,2014,"Georgia,77,2014"
Mongolia,76,2018,"Mongolia,76,2018"
Barbados,26,2019,"Barbados,26,2019"
Ireland,3,2009,"Ireland,3,2009"
Dominica,20,2015,"Dominica,20,2015"
Laos,84,2006,"Laos,84,2006"
Syria,98,2010,"Syria,98,2010"
Malawi,68,2016,"Malawi,68,2016"
Bhutan,79,2013,"Bhutan,79,2013"
Finland,3,2019,"Finland,3,2019"
Canada,13,2008,"Canada,13,2008"
Albania,57,2014,"Albania,57,2014"
Singapore,2,2017,"Singapore,2,2017"
Mozambique,49,2016,"Mozambique,49,2016"
Myanmar,97,2015,"Myanmar,97,2015"
Ukraine,26,2019,"Ukraine,26,2019"
Ireland,3,2009,"Ireland,3,2009"
The Gambia,69,2016,"The Gambia,69,2016"
Comoro Islands,83,2010,"Comoro Islands,83,2010"
El Salvador,39,2009,"El Salvador,39,2009"
Palestinian Territory,105,2022,"Palestinian Territory,105,2022"
Nauru,72,2012,"Nauru,72,2012"
Russian Federation,44,2016,"Russian Federation,44,2016"
Hong Kong (SAR China),11,2011,"Hong Kong (SAR China),11,2011"
Yemen,92,2014,"Yemen,92,2014"
Azerbaijan,71,2011,"Azerbaijan,71,2011"
Haiti,86,2007,"Haiti,86,2007"
Seychelles,42,2020,"Seychelles,42,2020"
Venezuela,13,2010,"Venezuela,13,2010"
Malta,30,2019,"Malta,30,2019"
Guatemala,51,2017,"Guatemala,51,2017"
Thailand,39,2018,"Thailand,39,2018"
Belize,63,2008,"Belize,63,2008"
Ireland,8,2018,"Ireland,8,2018"
Namibia,61,2010,"Namibia,61,2010"
St. Kitts and Nevis,48,2014,"St. Kitts and Nevis,48,2014"
Romania,31,2019,"Romania,31,2019"
Morocco,81,2016,"Morocco,81,2016"
Rwanda,65,2013,"Rwanda,65,2013"
Finland,3,2009,"Finland,3,2009"
Oman,74,2021,"Oman,74,2021"
Venezuela,49,2009,"Venezuela,49,2009"
Hong Kong (SAR China),31,2014,"Hong Kong (SAR China),31,2014"
Montenegro,41,2019,"Montenegro,41,2019"
Papua New Guinea,36,2016,"Papua New Guinea,36,2016"
Mauritius,17,2009,"Mauritius,17,2009"
Georgia,50,2012,"Georgia,50,2012"
Algeria,87,2013,"Algeria,87,2013"
Mongolia,68,2016,"Mongolia,68,2016"
St. Kitts and Nevis,28,2016,"St. Kitts and Nevis,28,2016"
Nauru,64,2009,"Nauru,64,2009"
North Korea,96,2009,"North Korea,96,2009"
Liechtenstein,12,2007,"Liechtenstein,12,2007"
Vietnam,85,2017,"Vietnam,85,2017"
Angola,56,2018,"Angola,56,2018"
Japan,1,2019,"Japan,1,2019"
Tanzania,56,2008,"Tanzania,56,2008"
China,72,2014,"China,72,2014"
Trinidad and Tobago,34,2009,"Trinidad and Tobago,34,2009"
Georgia,62,2020,"Georgia,62,2020"
Costa Rica,32,2007,"Costa Rica,32,2007"
Belgium,6,2009,"Belgium,6,2009"
Togo,72,2014,"Togo,72,2014"
Tunisia,65,2019,"Tunisia,65,2019"
Singapore,3,2011,"Singapore,3,2011"
Burundi,78,2012,"Burundi,78,2012"
Liberia,101,2014,"Liberia,101,2014"
Albania,46,2013,"Albania,46,2013"
Trinidad and Tobago,21,2016,"Trinidad and Tobago,21,2016"
Trinidad and Tobago,29,2017,"Trinidad and Tobago,29,2017"
North Korea,88,2013,"North Korea,88,2013"
Tunisia,73,2021,"Tunisia,73,2021"
Maldives,55,2006,"Maldives,55,2006"
Cuba,70,2020,"Cuba,70,2020"
Chile,36,2020,"Chile,36,2020"
United Arab Emirates,20,2014,"United Arab Emirates,20,2014"
Kazakhstan,67,2008,"Kazakhstan,67,2008"
Nigeria,91,2018,"Nigeria,91,2018"
Montenegro,66,2011,"Montenegro,66,2011"
Albania,44,2018,"Albania,44,2018"
Namibia,85,2019,"Namibia,85,2019"
Romania,36,2020,"Romania,36,2020"
San Marino,22,2010,"San Marino,22,2010"
Kyrgyzstan,85,2020,"Kyrgyzstan,85,2020"
Kosovo,94,2018,"Kosovo,94,2018"
Iceland,14,2014,"Iceland,14,2014"
Romania,12,2017,"Romania,12,2017"
Trinidad and Tobago,48,2009,"Trinidad and Tobago,48,2009"
San Marino,22,2012,"San Marino,22,2012"
Rwanda,88,2010,"Rwanda,88,2010"
Iran,89,2010,"Iran,89,2010"
Ireland,7,2017,"Ireland,7,2017"
Cambodia,82,2011,"Cambodia,82,2011"
Switzerland,7,2021,"Switzerland,7,2021"
Albania,58,2007,"Albania,58,2007"
Venezuela,40,2020,"Venezuela,40,2020"
Guinea,86,2013,"Guinea,86,2013"
Georgia,64,2015,"Georgia,64,2015"
United Arab Emirates,36,2017,"United Arab Emirates,36,2017"
Lesotho,70,2020,"Lesotho,70,2020"
Brunei,24,2014,"Brunei,24,2014"
Serbia,72,2013,"Serbia,72,2013"
Malawi,25,2020,"Malawi,25,2020"
Brazil,13,2006,"Brazil,13,2006"
Guatemala,72,2019,"Guatemala,72,2019"
Uganda,74,2008,"Uganda,74,2008"
Uruguay,21,2010,"Uruguay,21,2010"
Macao (SAR China),50,2020,"Macao (SAR China),50,2020"
Benin,59,2015,"Benin,59,2015"
Myanmar,90,2020,"Myanmar,90,2020"
South Africa,48,2007,"South Africa,48,2007"
Bosnia and Herzegovina,44,2016,"Bosnia and Herzegovina,44,2016"
Italy,3,2022,"Italy,3,2022"
Hungary,28,2022,"Hungary,28,2022"
Greece,23,2018,"Greece,23,2018"
Maldives,55,2014,"Maldives,55,2014"
Lesotho,72,2019,"Lesotho,72,2019"
Panama,20,2018,"Panama,20,2018"
Tajikistan,68,2012,"Tajikistan,68,2012"
Costa Rica,55,2016,"Costa Rica,55,2016"
Dominica,16,2009,"Dominica,16,2009"
Jordan,80,2021,"Jordan,80,2021"
Djibouti,92,2014,"Djibouti,92,2014"
Niger,88,2008,"Niger,88,2008"
Rwanda,87,2020,"Rwanda,87,2020"
Cote d'Ivoire,67,2013,"Cote d'Ivoire,67,2013"
Sierra Leone,84,2007,"Sierra Leone,84,2007"
New Zealand,3,2007,"New Zealand,3,2007"
Sweden,2,2015,"Sweden,2,2015"
United Kingdom,13,2021,"United Kingdom,13,2021"
Mexico,64,2021,"Mexico,64,2021"
Guyana,37,2017,"Guyana,37,2017"
Moldova,19,2008,"Moldova,19,2008"
St. Lucia,67,2009,"St. Lucia,67,2009"
Georgia,45,2013,"Georgia,45,2013"
Burkina Faso,88,2018,"Burkina Faso,88,2018"
Paraguay,13,2008,"Paraguay,13,2008"
Central African Republic,77,2008,"Central African Republic,77,2008"
Samoa,55,2021,"Samoa,55,2021"
Bulgaria,18,2007,"Bulgaria,18,2007"
China,52,2009,"China,52,2009"
Burkina Faso,83,2020,"Burkina Faso,83,2020"
Monaco,64,2022,"Monaco,64,2022"
Yemen,93,2010,"Yemen,93,2010"
Nicaragua,29,2007,"Nicaragua,29,2007"
Cuba,78,2013,"Cuba,78,2013"
Mongolia,89,2012,"Mongolia,89,2012"
Russian Federation,55,2022,"Russian Federation,55,2022"
Georgia,56,2021,"Georgia,56,2021"
Slovakia,7,2012,"Slovakia,7,2012"
Namibia,55,2011,"Namibia,55,2011"
Antigua and Barbuda,16,2018,"Antigua and Barbuda,16,2018"
Nepal,99,2013,"Nepal,99,2013"
Burkina Faso,87,2008,"Burkina Faso,87,2008"
United Arab Emirates,17,2007,"United Arab Emirates,17,2007"
Guatemala,21,2006,"Guatemala,21,2006"
Cameroon,86,2012,"Cameroon,86,2012"
Denmark,3,2014,"Denmark,3,2014"
Indonesia,78,2021,"Indonesia,78,2021"
Estonia,11,2011,"Estonia,11,2011"
Albania,57,2009,"Albania,57,2009"
Tuvalu,37,2018,"Tuvalu,37,2018"
Marshall Islands,54,2020,"Marshall Islands,54,2020"
Tonga,20,2011,"Tonga,20,2011"
St. Lucia,57,2020,"St. Lucia,57,2020"
The Gambia,78,2009,"The Gambia,78,2009"
Hungary,19,2022,"Hungary,19,2022"
Senegal,86,2022,"Senegal,86,2022"
Kiribati,65,2009,"Kiribati,65,2009"
Algeria,85,2018,"Algeria,85,2018"
Namibia,60,2016,"Namibia,60,2016"
Bosnia and Herzegovina,52,2010,"Bosnia and Herzegovina,52,2010"
Bolivia,49,2006,"Bolivia,49,2006"
Mongolia,60,2008,"Mongolia,60,2008"
Nigeria,92,2019,"Nigeria,92,2019"
Bhutan,65,2009,"Bhutan,65,2009"
Canada,12,2021,"Canada,12,2021"
Burkina Faso,75,2014,"Burkina Faso,75,2014"
Jamaica,61,2010,"Jamaica,61,2010"
Burundi,94,2012,"Burundi,94,2012"
eSwatini,83,2018,"eSwatini,83,2018"
Bangladesh,97,2008,"Bangladesh,97,2008"
Cyprus,29,2011,"Cyprus,29,2011"
Somalia,102,2015,"Somalia,102,2015"
Trinidad and Tobago,38,2014,"Trinidad and Tobago,38,2014"
Belarus,59,2017,"Belarus,59,2017"
Seychelles,63,2021,"Seychelles,63,2021"
Spain,2,2010,"Spain,2,2010"
Kyrgyzstan,77,2018,"Kyrgyzstan,77,2018"
Liechtenstein,23,2007,"Liechtenstein,23,2007"
eSwatini,61,2014,"eSwatini,61,2014"
Australia,4,2018,"Australia,4,2018"
Bolivia,74,2009,"Bolivia,74,2009"
Maldives,54,2016,"Maldives,54,2016"
South Africa,68,2014,"South Africa,68,2014"
Afghanistan,111,2013,"Afghanistan,111,2013"
Cyprus,18,2022,"Cyprus,18,2022"
Switzerland,6,2016,"Switzerland,6,2016"
Spain,6,2013,"Spain,6,2013"
Malaysia,45,2018,"Malaysia,45,2018"
Lebanon,98,2006,"Lebanon,98,2006"
Cameroon,90,2014,"Cameroon,90,2014"
Nigeria,86,2019,"Nigeria,86,2019"
Pakistan,105,2021,"Pakistan,105,2021"
St. Vincent and the Grenadines,26,2008,"St. Vincent and the Grenadines,26,2008"
Monaco,7,2021,"Monaco,7,2021"
Portugal,13,2012,"Portugal,13,2012"
Seychelles,47,2010,"Seychelles,47,2010"
Lesotho,73,2014,"Lesotho,73,2014"
Paraguay,48,2021,"Paraguay,48,2021"
Chile,54,2021,"Chile,54,2021"
Myanmar,76,2020,"Myanmar,76,2020"
Jordan,84,2015,"Jordan,84,2015"
Belgium,17,2012,"Belgium,17,2012"
South Sudan,82,2009,"South Sudan,82,2009"
Djibouti,96,2012,"Djibouti,96,2012"
Cyprus,13,2014,"Cyprus,13,2014"
Eritrea,93,2020,"Eritrea,93,2020"
Seychelles,36,2015,"Seychelles,36,2015"
The Gambia,64,2006,"The Gambia,64,2006"
United Arab Emirates,15,2016,"United Arab Emirates,15,2016"
Andorra,42,2018,"Andorra,42,2018"
Ukraine,68,2022,"Ukraine,68,2022"
Turkey,56,2014,"Turkey,56,2014"
Ukraine,37,2011,"Ukraine,37,2011"
Liberia,88,2018,"Liberia,88,2018"
Malawi,45,2018,"Malawi,45,2018"
Grenada,20,2011,"Grenada,20,2011"
United Kingdom,4,2014,"United Kingdom,4,2014"
Micronesia,62,2018,"Micronesia,62,2018"
Iran,88,2022,"Iran,88,2022"
Myanmar,80,2007,"Myanmar,80,2007"
St. Kitts and Nevis,23,2012,"St. Kitts and Nevis,23,2012"
Myanmar,89,2021,"Myanmar,89,2021"
Ecuador,68,2019,"Ecuador,68,2019"
Myanmar,85,2008,"Myanmar,85,2008"
Bangladesh,92,2011,"Bangladesh,92,2011"
Panama,34,2021,"Panama,34,2021"
Trinidad and Tobago,40,2012,"Trinidad and Tobago,40,2012"
Seychelles,34,2009,"Seychelles,34,2009"
Laos,63,2007,"Laos,63,2007"
eSwatini,64,2013,"eSwatini,64,2013"
Netherlands,5,2022,"Netherlands,5,2022"
Cote d'Ivoire,81,2020,"Cote d'Ivoire,81,2020"
Israel,9,2007,"Israel,9,2007"
Panama,60,2018,"Panama,60,2018"
Albania,42,2008,"Albania,42,2008"
Philippines,71,2009,"Philippines,71,2009"
Montenegro,68,2008,"Montenegro,68,2008"
Cameroon,77,2017,"Cameroon,77,2017"
Tajikistan,80,2011,"Tajikistan,80,2011"
Afghanistan,114,2010,"Afghanistan,114,2010"
Andorra,6,2012,"Andorra,6,2012"
Turkey,68,2018,"Turkey,68,2018"
Azerbaijan,62,2009,"Azerbaijan,62,2009"
Madagascar,74,2011,"Madagascar,74,2011"
Ukraine,60,2013,"Ukraine,60,2013"
Eritrea,85,2011,"Eritrea,85,2011"
Fiji,35,2010,"Fiji,35,2010"
Vanuatu,44,2012,"Vanuatu,44,2012"
Denmark,4,2010,"Denmark,4,2010"
Nauru,65,2021,"Nauru,65,2021"
Botswana,71,2021,"Botswana,71,2021"
Syria,102,2013,"Syria,102,2013"
South Africa,58,2012,"South Africa,58,2012"
Saudi Arabia,74,2007,"Saudi Arabia,74,2007"
United Kingdom,12,2014,"United Kingdom,12,2014"
Hungary,22,2009,"Hungary,22,2009"
Paraguay,35,2008,"Paraguay,35,2008"
Monaco,51,2013,"Monaco,51,2013"
Bahrain,61,2012,"Bahrain,61,2012"
Dominican Republic,66,2007,"Dominican Republic,66,2007"
Colombia,20,2008,"Colombia,20,2008"
Iceland,5,2013,"Iceland,5,2013"
Liechtenstein,36,2011,"Liechtenstein,36,2011"
Belize,42,2013,"Belize,42,2013"
Colombia,16,2017,"Colombia,16,2017"
Brazil,5,2017,"Brazil,5,2017"
Micronesia,67,2010,"Micronesia,67,2010"
Turkey,74,2008,"Turkey,74,2008"
Mali,74,2019,"Mali,74,2019"
United Kingdom,6,2020,"United Kingdom,6,2020"
Iran,99,2016,"Iran,99,2016"
Guinea-Bissau,86,2019,"Guinea-Bissau,86,2019"
Antigua and Barbuda,34,2016,"Antigua and Barbuda,34,2016"
Honduras,64,2011,"Honduras,64,2011"
Saudi Arabia,69,2017,"Saudi Arabia,69,2017"
Azerbaijan,80,2012,"Azerbaijan,80,2012"
Sudan,94,2010,"Sudan,94,2010"
Costa Rica,35,2008,"Costa Rica,35,2008"
Uruguay,43,2019,"Uruguay,43,2019"
Mexico,58,2022,"Mexico,58,2022"
Taiwan (Chinese Taipei),48,2008,"Taiwan (Chinese Taipei),48,2008"
Brazil,20,2018,"Brazil,20,2018"
Latvia,26,2021,"Latvia,26,2021"
Benin,73,2016,"Benin,73,2016"
Czech Republic,10,2016,"Czech Republic,10,2016"
Liechtenstein,15,2009,"Liechtenstein,15,2009"
Canada,18,2019,"Canada,18,2019"
Mauritius,17,2006,"Mauritius,17,2006"
Mongolia,76,2010,"Mongolia,76,2010"
South Korea,4,2022,"South Korea,4,2022"
Ecuador,62,2014,"Ecuador,62,2014"
Philippines,68,2017,"Philippines,68,2017"
Monaco,21,2008,"Monaco,21,2008"
Jordan,92,2009,"Jordan,92,2009"
Kazakhstan,68,2020,"Kazakhstan,68,2020"
Algeria,55,2017,"Algeria,55,2017"
Estonia,17,2018,"Estonia,17,2018"
Micronesia,47,2009,"Micronesia,47,2009"
Turkey,56,2022,"Turkey,56,2022"
Germany,4,2017,"Germany,4,2017"
Trinidad and Tobago,47,2020,"Trinidad and Tobago,47,2020"
Niger,76,2018,"Niger,76,2018"
Armenia,59,2022,"Armenia,59,2022"
Egypt,91,2018,"Egypt,91,2018"
Moldova,81,2013,"Moldova,81,2013"
Turkey,46,2017,"Turkey,46,2017"
Egypt,91,2010,"Egypt,91,2010"
Mali,80,2021,"Mali,80,2021"
Tuvalu,51,2016,"Tuvalu,51,2016"
Tajikistan,88,2007,"Tajikistan,88,2007"
Ukraine,30,2021,"Ukraine,30,2021"
Mauritania,89,2008,"Mauritania,89,2008"
Angola,95,2020,"Angola,95,2020"
Pakistan,92,2017,"Pakistan,92,2017"
Guyana,65,2013,"Guyana,65,2013"
St. Lucia,44,2020,"St. Lucia,44,2020"
Armenia,70,2021,"Armenia,70,2021"
Australia,17,2011,"Australia,17,2011"
Nepal,98,2013,"Nepal,98,2013"
Netherlands,5,2009,"Netherlands,5,2009"
Pakistan,100,2006,"Pakistan,100,2006"
Thailand,71,2019,"Thailand,71,2019"
Lithuania,3,2010,"Lithuania,3,2010"
Bangladesh,97,2018,"Bangladesh,97,2018"
Equatorial Guinea,81,2009,"Equatorial Guinea,81,2009"
Cuba,66,2015,"Cuba,66,2015"
Bahamas,21,2022,"Bahamas,21,2022"
Nauru,82,2020,"Nauru,82,2020"
Mauritania,87,2011,"Mauritania,87,2011"
St. Vincent and the Grenadines,13,2013,"St. Vincent and the Grenadines,13,2013"
Estonia,21,2010,"Estonia,21,2010"
Vietnam,89,2014,"Vietnam,89,2014"
United Kingdom,24,2019,"United Kingdom,24,2019"
Bangladesh,102,2008,"Bangladesh,102,2008"
Oman,70,2010,"Oman,70,2010"
Egypt,90,2019,"Egypt,90,2019"
The Gambia,71,2008,"The Gambia,71,2008"
Bolivia,75,2010,"Bolivia,75,2010"
Botswana,65,2021,"Botswana,65,2021"
Sao Tome and Principe,78,2013,"Sao Tome and Principe,78,2013"
eSwatini,73,2007,"eSwatini,73,2007"
Argentina,34,2012,"Argentina,34,2012"
Slovenia,23,2014,"Slovenia,23,2014"
Macao (SAR China),24,2007,"Macao (SAR China),24,2007"
Morocco,57,2008,"Morocco,57,2008"
St. Vincent and the Grenadines,55,2018,"St. Vincent and the Grenadines,55,2018"
Belize,17,2013,"Belize,17,2013"
Seychelles,66,2013,"Seychelles,66,2013"
China,82,2015,"China,82,2015"
Indonesia,76,2022,"Indonesia,76,2022"
Monaco,43,2018,"Monaco,43,2018"
Tonga,65,2013,"Tonga,65,2013"
Netherlands,14,2020,"Netherlands,14,2020"
Syria,106,2007,"Syria,106,2007"
Liberia,98,2021,"Liberia,98,2021"
Cambodia,87,2019,"Cambodia,87,2019"
Turkmenistan,90,2021,"Turkmenistan,90,2021"
France,5,2007,"France,5,2007"
South Sudan,92,2008,"South Sudan,92,2008"
New Zealand,4,2011,"New Zealand,4,2011"
Cameroon,87,2022,"Cameroon,87,2022"
Sri Lanka,102,2017,"Sri Lanka,102,2017"
Algeria,100,2017,"Algeria,100,2017"
Ethiopia,88,2017,"Ethiopia,88,2017"
Qatar,23,2015,"Qatar,23,2015"
Nicaragua,71,2013,"Nicaragua,71,2013"
Azerbaijan,50,2010,"Azerbaijan,50,2010"
Malawi,54,2010,"Malawi,54,2010"
Nauru,47,2007,"Nauru,47,2007"
Lithuania,5,2012,"Lithuania,5,2012"
Ecuador,63,2010,"Ecuador,63,2010"
Iran,98,2007,"Iran,98,2007"
Fiji,51,2008,"Fiji,51,2008"
Luxembourg,3,2016,"Luxembourg,3,2016"
Nepal,95,2014,"Nepal,95,2014"
Croatia,24,2018,"Croatia,24,2018"
Taiwan (Chinese Taipei),39,2016,"Taiwan (Chinese Taipei),39,2016"
Cambodia,81,2015,"Cambodia,81,2015"
Saudi Arabia,48,2008,"Saudi Arabia,48,2008"
Luxembourg,3,2010,"Luxembourg,3,2010"
Palau Islands,67,2018,"Palau Islands,67,2018"
Solomon Islands,48,2020,"Solomon Islands,48,2020"
Italy,5,2022,"Italy,5,2022"
Haiti,86,2012,"Haiti,86,2012"
Ukraine,42,2010,"Ukraine,42,2010"
Ecuador,71,2007,"Ecuador,71,2007"
Nigeria,90,2021,"Nigeria,90,2021"
St. Lucia,42,2011,"St. Lucia,42,2011"
Samoa,66,2011,"Samoa,66,2011"
Indonesia,78,2007,"Indonesia,78,2007"
United Kingdom,5,2013,"United Kingdom,5,2013"
United States,6,2010,"United States,6,2010"
France,4,2010,"France,4,2010"
Jamaica,74,2017,"Jamaica,74,2017"
Nauru,32,2014,"Nauru,32,2014"
Colombia,61,2017,"Colombia,61,2017"
